pointid,bundesland,probenahme_monat,probenahme_jahr,xcoord,ycoord,bodenklimaraum_name,landnutzung,bze_moor,hauptbodentyp,bodenvartypsub,grundwastufe,grundwastand,moormaechtigkeit,torfmaechtigkeit,neigung,exposition,woelbung,reliefformtyp,lageimrelief,kv_0_30,kv_30_100,profile_picture
1555,NI,8,2011,565385.201,5800682.357,Südhannover / Lehmböden,A,0,SS,BB-SS,0,>200,0,0,N1,SE,XG,HF,M,41.25,23.42,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1555_Z_1.GIF
1557,NI,9,2012,579360.2501,5801398.917,Südhannover / Lehmböden,A,0,BB,gBBn,GWS5,120,0,0,N0.2,NN,GG,V,Z,32.2,8.91,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1557_Z_1.GIF
1559,NI,4,2011,597188.0907,5803448.894,Lüneburger Heide / Sandige Böden,A,0,BB,GG-BB,GWS4,90,0,0,N0,,GG,TS,T,39.41,3.14,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1559_Z_1.GIF
1561,NI,5,2011,610297.1891,5802127.318,Lüneburger Heide / Sandige Böden,A,1,DD,DDn,GWS6,>200,130,42,N0.2,EE,GG,H,Z,100.74,472.89,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1561_Z_1.GIF
1563,NI,10,2012,626297.1312,5803669.382,Lüneburger Heide / Sandige Böden,A,0,SS,SSn,0,>200,0,0,N1,NW,XX,V,Z,41.01,11.81,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1563_Z_1.GIF
1565,ST,2,2014,642430.5217,5801337.053,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen,A,0,SS,SSn,0,NA,0,0,N1,NW,GG,V,Z,30.8,8.09,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1565_Z_1.GIF
1566,ST,9,2014,652465.7594,5800431.103,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen,A,0,SS,SSn,0,>200,0,0,N2,NN,GG,V,R,39.75,15.3,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1566_Z_1.GIF
1567,ST,5,2014,660875.432,5801017.836,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen,G,0,GG,GGa,GWS3,70,0,0,N0,,GG,TSF,R,123.08,22.48,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1567_Z_1.GIF
1572,ST,12,2015,698778.4885,5803658.25,trocken-warme diluviale Böden des ostdeutschen Tieflandes,G,0,GG,rGGn,GWS5,>200,0,0,N0.1,,XG,TSF,Z,32.14,4.5,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1572_Z_1.GIF
1574,ST,10,2014,717648.2916,5802077.882,trocken-warme diluviale Böden des ostdeutschen Tieflandes,G,1,KV,"vKV\\GH",GWS3,50,40,40,N0,,GG,V,Z,397.99,94.3,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1574_Z_1.GIF
1575,ST,11,2014,722437.0951,5801110.811,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,LF,BB-LF,0,>200,0,0,N0,,XX,KS,Z,44.3,10.57,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1575_Z_1.GIF
1576,BB,5,2017,730150.0337,5802376.198,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,RQ,r.gBB-RQ,0,>200,0,0,N1,WW,GX,KH,R,26.83,2.94,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1576_Z_1.GIF
1577,BB,9,2016,740504.1107,5806131.524,trocken-warme diluviale Böden des ostdeutschen Tieflandes,G,0,GG,GGn,GWS4,100,0,0,N1,NN,0,TH,Z,99.4,26.69,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1577_Z_1.GIF
1578,BB,9,2018,744280.7617,5804517.094,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,r.g.pBB,0,NA,0,0,N2,NN,XG,TH,Z,37.01,3.31,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1578_Z_1.GIF
1582,BB,6,2017,781724.3534,5804312.358,trocken-warme diluviale Böden des ostdeutschen Tieflandes,G,1,ZZ,">.gRQ\\KMc",GWS3,95,200,33,N0,,GG,TSF,Z,204.68,229.97,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1582_Z_1.GIF
1583,BB,12,2016,786254.6405,5803907.963,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,s4BBn,0,>200,0,0,N0.2,NW,GG,V,Z,39.91,24.44,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1583_Z_1.GIF
1586,BB,10,2017,809990.56,5802229.45,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,LF,BB-LF,0,>200,0,0,N1,SE,GG,TH,Z,47.68,10.64,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1586_Z_1.GIF
1588,BB,12,2016,824580.7166,5806207.803,trocken-warme diluviale Böden des ostdeutschen Tieflandes,G,0,GG,GGn,GWS3,114,0,0,N0,,GG,V,Z,78.11,21.66,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1588_Z_1.GIF
1593,BB,3,2017,868774.8322,5805630.52,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,LFd-BB,0,>200,0,0,N2.2,SW,XG,H,M,23.85,11.67,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1593_Z_1.GIF
1596,NW,2,2013,373468.6398,5790124.49,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,PP,vGG-PP,GWS4,100,0,0,N0.2,SW,GG,V,Z,111.63,142.75,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1596_Z_1.GIF
1597,NW,11,2012,379484.0179,5789304.721,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,GG,GGn,GWS3,70,0,0,N0,,GG,TSF,Z,94.63,20.66,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1597_Z_1.GIF
1598,NW,4,2013,387918.7673,5788255.347,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,RZ,k.sRZn,0,NA,0,0,N3.2,NN,GG,H,M,82.87,32.86,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1598_Z_1.GIF
1599,NW,11,2012,395222.2557,5791998.982,südwestliches Weser-Ems-Gebiet / sandige Böden,G,0,GGa,PP-GGa,GWS4,120,0,0,N0,,GG,TSF,Z,65.22,19.13,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1599_Z_1.GIF
1600,NW,2,2013,402687.466,5789565.895,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,PP,vPPn,0,>200,0,0,N0,,GG,V,Z,172.38,73.64,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1600_Z_1.GIF
1601,NW,9,2013,411480.4634,5791820.037,Teutoburger Wald,A,0,YU,GGa-PP-YU,0,>200,0,0,N0,,GG,TSF,Z,72.88,94.51,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1601_Z_1.GIF
1602,NW,2,2013,418615.4039,5792858.666,Teutoburger Wald,A,0,BB,BBn,0,>200,0,0,N2,SS,XG,H,M,52.08,35.01,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1602_Z_1.GIF
1606,NI,7,2011,451495.5532,5789003.567,mittleres Niedersachsen / leichte Lehmböden,G,0,BB,SS-BB,0,NA,0,0,N2.2,SW,XG,TH,M,88.52,36.03,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1606_Z_1.GIF
1607,NI,8,2011,462087.3533,5791590.718,mittleres Niedersachsen / leichte Lehmböden,A,0,BB,s.vLLd-BB,0,>200,0,0,N2.2,EE,GX,H,M,46.58,29.91,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1607_Z_1.GIF
1608,NW,8,2013,465202.533,5793443.583,mittleres Niedersachsen / leichte Lehmböden,A,0,BB,BBn,0,>200,0,0,N2.2,SE,GX,H,M,42.62,22.84,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1608_Z_1.GIF
1609,NW,9,2012,476176.2683,5792419.693,mittleres Niedersachsen / leichte Lehmböden,A,0,LL,LLn,0,>200,0,0,N2.2,SE,GX,HF,M,51.15,31.98,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1609_Z_1.GIF
1612,NI,8,2012,498339.7106,5794978.261,Südhannover / Lehmböden,A,0,AB,AB/g.rLL-SS,0,>200,0,0,N0,,GG,TSF,Z,59.36,57.02,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1612_Z_1.GIF
1613,NI,8,2011,507587.5835,5791609.26,Südhannover / Lehmböden,A,0,ZZ,>RQ/a.g2SS,GWS4,110,0,0,N0.1,,GG,TS,Z,46.84,47.37,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1613_Z_1.GIF
1615,NI,7,2011,522422.675,5791091.229,Südhannover / Lehmböden,A,0,BB,S SS-BB,0,>200,0,0,N1,NE,GG,HF,O,60.33,50.5,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1615_Z_1.GIF
1618,NI,8,2011,545387.7761,5794945.98,Südhannover / Lehmböden,A,0,LL,sLLn,0,>200,0,0,N0,,GG,TSF,Z,51.14,23.95,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1618_Z_1.GIF
1619,NI,6,2011,556830.3755,5795309.172,Südhannover / Lehmböden,G,0,AB,ABn,0,>200,0,0,N0,,GG,K,Z,104.86,179.29,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1619_Z_1.GIF
1620,NI,8,2011,561204.5462,5794126.565,Südhannover / Lehmböden,A,0,RQ,BB-RQ,0,>200,0,0,N2,SW,GX,HF,O,45.93,20.89,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1620_Z_1.GIF
1622,NI,8,2011,581127.1121,5792981.755,Südhannover / Lehmböden,A,0,BB,sBBn,0,>200,0,0,N0.2,EE,GG,HF,M,39.35,25.42,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1622_Z_1.GIF
1627,NI,10,2011,620705.361,5793702.18,Südhannover / Lehmböden,A,0,DD,sDDn,0,>200,0,0,N1,WW,GX,HF,O,66.34,18.92,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1627_Z_1.GIF
1629,NI,4,2011,634635.7353,5792163.603,Südhannover / Lehmböden,A,0,SS,vSSn,0,>200,0,0,N1,NN,GX,H,O,54.66,46.27,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1629_Z_1.GIF
1630,ST,2,2014,642753.8,5794598.148,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen,A,0,DD,RZ-DD,0,>200,0,0,N2.2,NE,GX,HF,M,61.34,17.92,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1630_Z_1.GIF
1633,ST,2,2014,667758.2124,5795784.76,diluviale Böden der Altmark und Überlappung nördliches Niedersachsen,A,0,BB,BBn,0,NA,0,0,N0.1,,GG,T,Z,34.19,5.54,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1633_Z_1.GIF
1635,ST,3,2014,685082.1596,5794243.593,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,AB,GG-AB,GWS5.1,140,0,0,N0,,GG,T,Z,67.98,21.99,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1635_Z_1.GIF
1636,ST,3,2014,693673.6506,5794569.842,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,GG,AB-GG,GWS4,110,0,0,N0,,GG,T,Z,137.94,82.68,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1636_Z_1.GIF
1638,ST,2,2015,706797.6349,5794010.058,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,SS,SSn,0,>200,0,0,N0.2,WW,XX,V,Z,32.03,26.42,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1638_Z_1.GIF
1643,BB,3,2017,745046.6984,5796482.895,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,GG,GGn,GWS3,70,0,0,N0,,GG,TS,Z,107.34,12.44,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1643_Z_1.GIF
1647,BB,10,2017,777407.7478,5794669.242,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,LFd-BB,0,>200,0,0,N2,WW,XX,TH,Z,27.28,12.72,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1647_Z_1.GIF
1648,BB,10,2017,784262.6142,5796872.358,trocken-warme diluviale Böden des ostdeutschen Tieflandes,G,0,GG,rGGh,GWS3,90,0,0,N0,,GG,TS,Z,170.21,49.37,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1648_Z_1.GIF
1649,BB,10,2017,797058.2018,5795603.843,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,lBBn,0,>200,0,0,N0,,GG,TS,Z,46.17,9.84,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1649_Z_1.GIF
1651,BB,5,2017,810731.1302,5795740.553,trocken-warme diluviale Böden des ostdeutschen Tieflandes,G,0,GG,GGi,GWS3,120,0,0,N0.2,WW,GG,TS,Z,39.55,12.96,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1651_Z_1.GIF
1654,BB,11,2016,836236.0935,5795837.785,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,vPP-BB,0,>200,0,0,N0.2,NN,GG,TS,Z,32.25,4.43,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1654_Z_1.GIF
1656,BB,4,2017,852284.4323,5797469.551,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,LF,BB-LF,0,NA,0,0,N2.2,EE,XG,H,M,28.51,7.85,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1656_Z_1.GIF
1658,BB,11,2016,868981.3339,5798345.458,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,LF,BB-LF,GWS6,>200,0,0,N2.2,SE,GV,H,M,28.96,10.07,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1658_Z_1.GIF
1661,NW,2,2013,361857.1618,5780161.371,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,PP,vGG-PP,GWS4,85,0,0,N0.2,WW,GG,V,Z,80.22,37.55,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1661_Z_1.GIF
1662,NW,7,2013,373449.6753,5781757.755,südwestliches Weser-Ems-Gebiet / sandige Böden,G,0,GG,GGn,GWS4,140,0,0,N0,,GG,V,Z,74.68,10.54,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1662_Z_1.GIF
1663,NW,8,2013,379681.2268,5784632.868,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,YE,GG-YE,GWS4,150,0,0,N0,,GG,KSF,Z,83.72,108.73,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1663_Z_1.GIF
1664,NW,11,2012,390114.2777,5782871.615,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,PP,vGG-PP,GWS3,100,0,0,N0,,GG,TSF,Z,118.46,24.94,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1664_Z_1.GIF
1665,NW,2,2013,396642.8976,5784121.358,südwestliches Weser-Ems-Gebiet / sandige Böden,G,0,GG,vPP-GG,GWS3,80,0,0,N0,,GG,TSF,R,71.12,8.42,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1665_Z_1.GIF
1666,NW,8,2013,404826.1144,5782529.67,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,YE,GG-YE,GWS4,125,0,0,N0,,GG,V,Z,70.99,20.35,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1666_Z_1.GIF
1667,NW,11,2012,409912.8681,5785003.569,Teutoburger Wald,A,0,GG,vPP-GG,GWS4,75,0,0,N0,,GG,TSF,Z,64.66,47.02,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1667_Z_1.GIF
1668,NW,8,2013,419279.3603,5783159.078,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,YE,"YE\\g2BB",GWS5,180,0,0,N0,,GG,V,Z,77.31,58.42,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1668_Z_1.GIF
1671,NI,8,2012,443199.3925,5785618.434,mittleres Niedersachsen / leichte Lehmböden,A,0,YK,YKn,0,>200,0,0,N2.2,NW,VG,HF,U,57.76,53.91,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1671_Z_1.GIF
1672,NI,9,2011,449162.5964,5785124.055,mittleres Niedersachsen / leichte Lehmböden,A,0,YE,YEn,0,>200,0,0,N3.1,NN,XX,H,Z,54.44,57.48,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1672_Z_1.GIF
1673,NI,9,2012,460796.27,5783058.013,mittleres Niedersachsen / leichte Lehmböden,A,0,GG,vGGa,GWS5.1,135,0,0,N0,,GG,TS,Z,73.24,40.14,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1673_Z_1.GIF
1676,NW,10,2013,483228.9586,5782631.958,mittleres Niedersachsen / leichte Lehmböden,A,0,PP,g4.r.vPPn,0,>200,0,0,N0.1,,GG,TSF,Z,62.36,31.84,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1676_Z_1.GIF
1677,NW,10,2012,493732.0985,5785745.497,"Ost-Westfalen, Lippe, Haarstrang, Bergisches Land / Übergangslagen mäßig feucht",A,0,SS,LL-SS,0,>200,0,0,N1,NN,GG,H,M,49.25,21.58,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1677_Z_1.GIF
1678,NW,11,2012,502137.244,5783845.339,"Ost-Westfalen, Lippe, Haarstrang, Bergisches Land / Übergangslagen mäßig feucht",A,0,BB,BBn,0,NA,0,0,N2,NE,GG,H,M,48.98,15.94,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1678_Z_1.GIF
1683,NI,8,2011,539245.2605,5784285.006,Südhannover / Lehmböden,A,0,LL,vBB-LL,0,>200,0,0,N0,,GG,TS,Z,46.6,19.74,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1683_Z_1.GIF
1687,NI,5,2011,571027.1945,5782987.503,Südhannover / Lehmböden,A,0,TT,TTn,0,>200,0,0,N0,,XX,KSF,Z,95.19,84.91,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1687_Z_1.GIF
1688,NI,8,2011,579862.8149,5785601.109,Südhannover / Lehmböden,A,0,TT,sTTn,0,>200,0,0,N1,NW,GG,HF,M,70.81,31.37,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1688_Z_1.GIF
1689,NI,3,2011,587207.1927,5788154.036,Südhannover / Lehmböden,G,0,AB,S SS-AB,GWS5.1,121,0,0,N0.2,NN,GG,TS,T,115.81,90.57,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1689_Z_1.GIF
1690,NI,2,2012,596102.5398,5787854.96,Südhannover / Lehmböden,A,0,BB,SS-BB,0,>200,0,0,N1,NN,GG,HF,M,49.72,15.61,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1690_Z_1.GIF
1694,NI,5,2011,626397.132,5786308.34,Südhannover / Lehmböden,A,0,RZ,eBB-RZ,0,>200,0,0,N2.2,NE,GX,KHF,R,50.35,26.29,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1694_Z_1.GIF
1697,ST,2,2014,650506.4329,5787882.35,Lößböden in der Ackerebene (Ost),A,0,BB,BBn,0,>200,0,0,N2,SE,GX,HF,M,42.54,22.64,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1697_Z_1.GIF
1698,ST,9,2014,661049.4006,5787245.933,Lößböden in der Ackerebene (Ost),A,0,TT,S LLd-TT,0,>200,0,0,N0.1,,XV,KS,K,45.5,22.82,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1698_Z_1.GIF
1699,ST,12,2014,666814.8744,5789199.184,Lößböden in der Ackerebene (Ost),A,0,TT,BB-TT,0,>200,0,0,N0.2,NN,GV,V,Z,59.01,49.37,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1699_Z_1.GIF
1700,ST,9,2014,676371.3996,5784783.86,Lößböden in der Ackerebene (Ost),A,0,TT,S sTTn,0,>200,0,0,N1,NN,GG,V,Z,72.73,85.14,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1700_Z_1.GIF
1702,ST,4,2014,692065.7215,5789562.434,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,p.vLFd-SS-BB,0,>200,0,0,N0.1,,GG,TSF,Z,62.3,14.12,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1702_Z_1.GIF
1703,ST,3,2014,697745.7287,5786587.327,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,GG,sBB-GG-rGG,GWS5,165,0,0,N0,,GG,TSF,Z,42.36,6.98,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1703_Z_1.GIF
1705,ST,4,2014,715763.2835,5786142.521,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,BBn,0,>200,0,0,N0.2,EE,GG,V,Z,45.5,8.31,https://atlas.thuenen.de/webspace/bze_profilbilder/ST_1705_Z_1.GIF
1707,BB,2,2017,731400.8683,5787415.952,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,BBn,0,>200,0,0,N1,NW,GG,KH,Z,39.52,4.18,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1707_Z_1.GIF
1711,BB,10,2016,763651.0829,5787698.973,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,GG,GGn,GWS4,90,0,0,N0,,GG,T,Z,103.34,8.29,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1711_Z_1.GIF
1716,BB,10,2016,802460.8737,5790379.412,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,YU,PP-GG-YU,GWS4,120,0,0,N0,,GG,T,Z,43.28,12.76,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1716_Z_1.GIF
1722,BB,11,2016,852797.2615,5787520.898,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,g4BBn,0,>200,0,0,N2,NE,GV,H,O,30.16,8.05,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1722_Z_1.GIF
1723,BB,2,2017,857635.1235,5787838.758,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,g4BBn,GWS5.2,>200,0,0,N0.2,EE,GG,V,Z,28.93,9.19,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1723_Z_1.GIF
1725,BB,2,2017,876723.367,5787833.68,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,YK,YK/sBB,0,>200,0,0,N2.2,SE,VV,H,M,38.4,27.74,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1725_Z_1.GIF
1726,BB,3,2017,882974.6991,5790972.268,trocken-warme diluviale Böden des ostdeutschen Tieflandes,A,0,BB,LF-BB,0,>200,0,0,N1,SS,GG,H,M,27.9,11.52,https://atlas.thuenen.de/webspace/bze_profilbilder/BB_1726_Z_1.GIF
1727,NW,3,2013,345671.6872,5773708.987,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,YE,g4YEn,0,>200,0,0,N0,,GG,TXF,R,114.18,248.57,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1727_Z_1.GIF
1731,NW,1,2014,379478.0735,5773884.967,"oberer Mittelrhein, Niederrhein, südliches Münsterland",A,0,ZZ,S >GG-YK,GWS4,87,0,0,N0.2,NN,GG,TSF,R,75.28,76.36,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1731_Z_1.GIF
1732,NW,7,2013,388822.9482,5773131.146,südwestliches Weser-Ems-Gebiet / sandige Böden,A,0,YU,gYE-YU,GWS5,140,0,0,N0.2,SW,XX,HF,R,54.76,55.81,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1732_Z_1.GIF
1733,NW,3,2013,398102.0379,5775204.7,"oberer Mittelrhein, Niederrhein, südliches Münsterland",G,0,YE,"p2YE\\GG",GWS4,120,0,0,N0,,GG,V,T,96.5,10.82,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1733_Z_1.GIF
1734,NW,11,2012,403831.2923,5772744.205,"oberer Mittelrhein, Niederrhein, südliches Münsterland",A,0,GG,GGa,0,>200,0,0,N0,,GG,TSF,Z,54.9,67.97,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1734_Z_1.GIF
1735,NW,2,2013,410086.8457,5777764.792,"oberer Mittelrhein, Niederrhein, südliches Münsterland",A,0,YY,GG-YY,GWS5.1,95,0,0,N0,,GG,V,Z,82.51,65.1,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1735_Z_1.GIF
1737,NW,11,2012,425688.7524,5776663.958,Teutoburger Wald,G,0,GG,PP-GG,GWS3,60,0,0,N0,,GG,TSF,Z,85.5,33.89,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1737_Z_1.GIF
1738,NI,7,2011,438144.6785,5775110.281,mittleres Niedersachsen / leichte Lehmböden,G,0,SS,GG-SS,GWS4,120,0,0,N0,,GG,TSF,Z,63.91,22.91,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1738_Z_1.GIF
1741,NW,2,2013,457344.8115,5775939.429,mittleres Niedersachsen / leichte Lehmböden,A,0,LL,s2.vLLn,0,>200,0,0,N2,WW,GG,H,M,53.99,48.38,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1741_Z_1.GIF
1742,NW,11,2012,468399.1475,5776174.945,mittleres Niedersachsen / leichte Lehmböden,A,0,YK,YKn,0,NA,0,0,N2.2,NN,GG,H,M,46.94,41.35,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1742_Z_1.GIF
1743,NW,11,2012,473749.6365,5774369.569,mittleres Niedersachsen / leichte Lehmböden,G,0,GG,GGe,GWS2,50,72,12,N1,SS,GG,TH,R,100.84,93.01,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1743_Z_1.GIF
1744,NW,9,2013,484170.2979,5774730.354,mittleres Niedersachsen / leichte Lehmböden,A,0,YK,YK/LL-BB,0,>200,0,0,N3.2,NE,VG,HR,M,45.3,18.38,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1744_Z_1.GIF
1746,NW,7,2013,499654.2119,5775331.51,"Ost-Westfalen, Lippe, Haarstrang, Bergisches Land / Übergangslagen mäßig feucht",A,0,RQ,RQn,0,NA,0,0,N3,SS,XX,HF,O,51.91,1.39,https://atlas.thuenen.de/webspace/bze_profilbilder/NW_1746_Z_1.GIF
1747,NI,7,2011,505742.1919,5775230.163,Südhannover / Lehmböden,A,0,BB,BBn,0,>200,0,0,N3.2,NW,XX,H,O,49.28,10.75,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1747_Z_1.GIF
1752,NI,8,2011,546972.9754,5776278.297,Südhannover / Lehmböden,A,0,LL,vSS-LL,0,>200,0,0,N2,EE,GG,H,M,53.62,18.21,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1752_Z_1.GIF
1753,NI,9,2011,557696.2101,5775403.66,Südhannover / Lehmböden,A,0,BBc,SS-BBc,0,>200,0,0,N3.1,WW,GG,HF,U,49.36,16.75,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1753_Z_1.GIF
1758,NI,4,2011,595820.5321,5777308.933,Südhannover / Lehmböden,A,0,BB,SS-BB,0,>200,0,0,N0,,GG,V,Z,60.69,30.62,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1758_Z_1.GIF
1759,NI,5,2011,600807.416,5778457.878,Südhannover / Lehmböden,A,0,BB,BBn,0,NA,0,0,N1,SE,GG,H,Z,55.67,18.07,https://atlas.thuenen.de/webspace/bze_profilbilder/NI_1759_Z_1.GIF
