PointID,HorizontID,Upper limit,Lower limit,Horizon symbol,Rock fragment fraction,Soil colour,Stones,Stone density,Carbonate class,Organic matter content class,Rooting intensity,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,Soil texture class_x,BD_FS,BD_bulk,FSS,Water content,pH_H2O,EC_H2O,pH_CaCl2,TC,TOC,TIC,TN,County
1627,1.0,0.0,21.0,I; eAp,5.501132075,5Y 3/2,4,2.65,C3,h3,Wf5,2.4,15.8,7.1,5.4,7.8,8.0,25.3,21.3,53.4,Tl,1.56,1.59,1474.2,21.48,7.76,134.2,7.14,6.44,5.859999999999999,0.5800000000000001,0.81,NI        
1627,2.0,21.0,34.0,I; Sw-P,0.0,5Y 5/2,4,2.65,C1,h1,Wf4,1.0,5.1,3.0,2.7,6.9,9.9,9.0,19.5,71.5,Tt,1.45,1.45,2900.0,29.52,7.95,269.0,7.47,8.95,3.39,5.5600000000000005,0.5700000000000001,NI        
1627,3.0,34.0,105.0,I; eSd-P,0.0,GLEY1 5/10Y,0,2.65,C3,h1,Wf4,0.2,0.6,0.9,3.3,7.4,11.4,1.6,22.1,76.3,Tt,1.48,1.48,2960.0,26.08,8.14,507.0,7.7,31.230000000000004,3.07,28.159999999999997,0.4,NI        
1629,4.0,150.0,200.0,III; eCj,5.409056604,Unknown,---,2.65,C4,h0,Unknown,4.4,28.9,20.1,8.1,6.4,6.0,53.5,20.5,26.0,Lts,1.3,1.38,1228.3,15.2,6.44,190.8,6.02,12.490000000000002,12.490000000000002,0.0,1.22,NI        
1629,5.0,33.0,55.0,Unknown,2.132075472,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,4.7,28.0,19.9,7.8,7.1,5.8,52.6,20.7,26.7,Lts,1.63,1.65,3189.2,18.12,6.63,48.8,6.15,12.330000000000002,12.330000000000002,0.0,1.12,NI        
1629,6.0,33.0,55.0,Unknown,0.170566038,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,2.3,18.0,12.3,5.6,7.9,9.3,32.7,22.8,44.5,Lts,1.46,1.46,2915.0,30.8,6.63,38.5,6.27,5.8,5.8,0.0,0.63,NI        
1629,1.0,0.0,30.0,I; Sw-Ap,0.0,10YR 3/2,5,2.65,C0,h3,Unknown,0.5,1.9,2.7,2.9,10.8,12.8,5.2,26.5,68.3,Tt,1.42,1.42,2840.0,31.91,4.79,73.6,4.16,4.32,4.32,0.0,0.5800000000000001,NI        
1629,2.0,30.0,67.0,I; Sd,2.54490566,7.5YR 3/4,1,2.65,C0,h1,Unknown,1.6,4.4,4.5,4.0,10.8,14.1,10.5,28.9,60.6,Tl,1.44,1.47,4210.1,29.48,4.57,82.2,3.94,4.0600000000000005,4.0600000000000005,0.0,0.5,NI        
1630,3.0,30.0,54.0,II; elCv-P,2.898113208,5YR 4/3,5,2.65,C5,h1,Wf2,1.8,12.9,8.0,10.2,10.5,11.9,22.7,32.6,44.7,Lt3,1.31,1.32,1268.1,28.63,7.57,125.6,7.3,26.389999999999997,15.06,11.33,1.47,ST        
1630,4.0,54.0,96.0,III; elCv1,3.298867925,2.5Y 4/2,20,2.65,C4,h1,Wf1,1.5,13.5,8.1,10.1,11.1,12.1,23.1,33.3,43.6,Lt3,1.45,1.46,1402.2,25.71,7.63,137.5,7.33,26.150000000000002,15.02,11.129999999999999,1.48,ST        
1630,1.0,0.0,20.0,I; eAp,2.584150943,10YR 4/3,3,2.65,C3.4,h3,Wf2,1.5,13.2,8.3,9.9,10.5,11.9,23.0,32.4,44.6,Lt3,1.53,1.54,1490.5,24.24,7.68,144.9,7.34,25.07,14.21,10.860000000000001,1.47,ST        
1630,2.0,20.0,30.0,I; erAp,15.13219454,7.5YR 4/2,4,2.65,C3.4,h3,Wf2,1.3,3.1,5.2,12.0,18.1,20.4,9.6,50.5,39.9,Tu3,1.57,1.48,2662.3,21.09,7.79,160.8,7.41,40.93,3.5599999999999996,37.370000000000005,0.4,ST        
1630,3.0,30.0,54.0,II; elCv-P,47.11013289,5YR 4/3,5,2.65,C5,h1,Wf2,3.6,12.2,9.4,7.3,13.7,17.3,25.1,38.3,36.6,Lt3,1.41,1.48,1485.9,16.23,7.84,155.9,7.45,21.57,2.9299999999999997,18.64,0.41000000000000003,ST        
1630,4.0,54.0,96.0,III; elCv1,50.9023177,2.5Y 4/2,20,2.65,C4,h1,Wf1,2.6,16.5,10.8,6.9,14.3,18.4,29.9,39.5,30.6,Lt2,1.35,1.48,1983.7,13.69,7.9,134.1,7.46,25.71,2.06,23.650000000000002,0.28,ST        
1633,5.0,95.0,150.0,II; ilCv,6.236226415,10YR 6/6,2,2.65,C0,h0,W0,11.3,52.0,18.4,7.5,3.2,1.7,81.6,12.4,6.0,Sl2,1.42,1.5,1330.8,10.84,6.35,54.0,6.15,11.14,11.14,0.0,0.94,ST        
1633,1.0,0.0,33.0,I; rAp,6.699622642,10YR 3/3,5,2.65,C0,h3,"Wf4, Wg1",12.1,51.3,18.0,7.8,3.3,1.6,81.4,12.7,5.9,Sl2,1.51,1.58,2817.7,8.56,6.66,48.7,6.27,6.870000000000001,6.870000000000001,0.0,0.61,ST        
1633,2.0,33.0,48.0,I; Bv,20.0,10YR 4/6,20,2.65,C0,h0,Wf2,20.0,53.7,18.4,3.5,1.4,0.7,92.0,5.6,2.4,mSgs,1.68,1.48,2688.0,5.32,6.62,25.1,6.21,1.24,1.24,0.0,0.19,ST        
1633,3.0,48.0,72.0,I; ilCv1,30.0,10YR 6/4,30,2.65,C0,h0,Wf1,12.9,49.8,27.4,6.4,2.0,0.5,90.1,8.8,1.1,mSfs,1.75,1.48,2450.0,6.01,6.58,16.7,6.1,0.36,0.36,0.0,0.04,ST        
1633,4.0,72.0,95.0,I; ilCv2,30.0,10YR 5/6,30,2.65,C0,h0,W0,15.3,56.1,23.2,2.5,0.4,0.2,94.6,3.1,2.3,mSfs,1.81,1.48,3801.0,4.99,6.43,9.4,5.04,0.35000000000000003,0.35000000000000003,0.0,0.04,ST        
1635,5.0,84.0,140.0,I; aGro,0.030943396,10YR 6/4,20,2.65,C0,h1,W0,1.2,6.0,25.7,14.7,12.7,8.3,32.9,35.6,31.5,Lt2,1.3,1.3,1298.2,22.21,6.06,287.0,5.74,19.099999999999998,19.099999999999998,0.0,1.96,ST        
1635,6.0,33.0,55.0,Unknown,0.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.7,5.5,27.9,16.5,12.0,8.6,34.1,37.1,28.8,Lt2,1.61,1.61,3220.0,20.79,6.68,73.3,6.14,13.41,13.41,0.0,1.31,ST        
1635,1.0,0.0,33.0,I; aAp,0.02490566,10YR 3/3,0,2.65,C0,h4,Wf4,1.1,12.3,46.0,18.8,6.9,2.7,59.4,28.3,12.3,Sl4,1.46,1.46,2919.3,19.48,6.7,44.8,6.17,4.72,4.72,0.0,0.42000000000000004,ST        
1635,2.0,33.0,50.0,I; aM1,0.021132075,10YR 4/3,0,2.65,C0,h3,Wf3,2.2,76.6,16.1,1.4,0.9,0.4,95.0,2.7,2.3,mS,1.51,1.51,3019.4,3.68,6.78,21.0,6.2,0.8300000000000001,0.8300000000000001,0.0,0.07,ST        
1635,3.0,50.0,71.0,I; aM2,0.0,10YR 6/4,0,2.65,C0,h0,Wf3,2.8,8.0,74.5,4.5,2.5,1.2,85.2,8.3,6.5,St2,1.4,1.4,1960.0,21.14,6.67,50.8,6.24,2.5300000000000002,2.5300000000000002,0.0,0.21999999999999997,ST        
1635,4.0,71.0,84.0,I; aGo-M,16.34437014,10YR 4/3,0,2.65,C0,h0,Wf1,31.8,56.5,9.2,0.7,0.5,0.2,97.4,1.4,1.2,mSgs,1.5,1.48,2007.7,2.97,6.71,16.4,6.28,0.37,0.37,0.0,0.05,ST        
1636,5.0,50.0,60.0,I; aM-Go3,0.116226415,2.5Y 4/1,1,2.65,C0,h2,Wf1,2.1,26.1,7.9,8.5,10.0,6.5,36.0,24.9,39.1,Lts,1.13,1.14,1126.9,33.39,6.35,140.3,5.62,42.370000000000005,42.370000000000005,0.0,3.55,ST        
1636,6.0,60.0,86.0,I; aM-Go4,0.026415094,2.5Y 5/1,1,2.65,C0,h1,Unknown,2.6,26.6,6.9,7.8,9.9,7.3,36.1,24.9,39.0,Lts,1.41,1.41,1409.6,25.43,5.71,86.2,5.11,32.82,32.82,0.0,2.92,ST        
1636,7.0,86.0,110.0,II; aGro,0.145660377,2.5Y 6/2,20,2.65,C0,h0,Unknown,2.2,23.8,6.4,7.6,10.4,8.0,32.4,25.9,41.7,Lts,1.39,1.39,1388.0,25.93,5.66,93.4,5.07,31.65,31.65,0.0,2.79,ST        
1636,1.0,0.0,20.0,I; aAp,0.412075472,10YR 2/2,1,2.65,C0,h4,Wf5,0.8,8.1,3.5,6.4,11.4,10.4,12.5,28.1,59.4,Tl,1.17,1.18,1165.2,40.01,6.21,116.2,5.6,28.18,28.18,0.0,2.21,ST        
1636,2.0,20.0,30.0,I; arAp,0.0,10YR 2/2,1,2.65,C0,h4,Wf4,0.8,7.8,7.5,12.3,15.7,12.8,16.0,40.8,43.2,Lt3,1.2,1.2,1200.0,39.8,5.99,96.8,5.42,10.46,10.46,0.0,0.8400000000000001,ST        
1636,3.0,30.0,40.0,I; aM-Go1,0.0,10YR 2/1,1,2.65,C0,h4,Wf3,0.8,9.5,10.4,13.0,18.2,10.3,20.7,41.4,37.9,Lt3,1.4,1.4,1400.0,27.68,5.41,85.2,4.78,7.86,7.86,0.0,0.63,ST        
1636,4.0,40.0,50.0,I; aM-Go2,0.116226415,2.5Y 5/2,1,2.65,C0,h1,Wf2,1.1,11.9,13.3,14.4,16.9,10.5,26.3,41.8,31.9,Lt2,1.46,1.46,1458.3,22.66,4.83,85.3,4.15,5.629999999999999,5.629999999999999,0.0,0.48,ST        
1636,1.0,0.0,20.0,I; aAp,0.283773585,10YR 2/2,1,2.65,C0,h4,Wf5,2.8,16.8,11.4,11.2,15.3,10.1,31.1,36.6,32.3,Lt2,1.46,1.46,2329.4,24.22,4.5,89.8,3.85,6.27,6.27,0.0,0.5,ST        
1636,2.0,20.0,30.0,I; arAp,10.10094176,10YR 2/2,1,2.65,C0,h4,Wf4,6.3,60.5,29.8,0.8,0.3,0.3,96.6,1.5,1.9,mSfs,1.64,1.48,2064.1,12.43,4.62,46.0,4.12,1.6800000000000002,1.6800000000000002,0.0,0.13,ST        
1638,3.0,34.0,71.0,II; Sdw1,2.810566038,10YR 5/6,5,2.65,C0,h0,Wf1,8.7,44.6,23.6,8.1,5.5,2.7,76.8,16.2,7.0,Sl2,1.48,1.51,1438.0,11.68,6.58,44.2,6.24,8.16,8.16,0.0,0.81,ST        
1638,4.0,71.0,105.0,II; Sdw2,1.895849057,10YR 5/6,5,2.65,C0,h0,Wf1,9.2,43.6,23.2,8.6,5.6,3.0,75.9,17.3,6.8,Sl2,1.57,1.59,3080.5,13.63,5.98,51.2,5.42,6.59,6.59,0.0,0.63,ST        
1638,1.0,0.0,30.0,I; Ap,2.528301887,10YR 3/3,5,2.65,C0,h3,Wf2,8.7,30.3,23.9,8.2,6.5,3.2,62.8,17.9,19.3,Ls4,1.72,1.74,3353.0,14.98,5.89,28.8,4.88,2.86,2.86,0.0,0.33,ST        
1638,2.0,30.0,34.0,I; Sw,1.637735849,10YR 5/3,5,2.65,C0,h1,Wf1,7.6,26.6,24.1,7.3,6.4,3.0,58.3,16.7,25.0,Lts,1.69,1.71,3324.6,16.73,6.05,26.2,5.12,2.3499999999999996,2.3499999999999996,0.0,0.3,ST        
1638,3.0,34.0,71.0,II; Sdw1,1.170566038,10YR 5/6,5,2.65,C0,h0,Wf1,6.5,25.6,24.9,8.5,6.9,4.2,56.9,19.6,23.5,Ls4,1.69,1.7,5010.7,17.9,6.12,38.3,5.56,1.7999999999999998,1.7999999999999998,0.0,0.21000000000000002,ST        
1643,4.0,80.0,110.0,I; Gr,0.027924528,2.5Y 4/4,0,2.65,C0,Unknown,Wf0,4.9,51.3,31.9,2.4,1.6,1.1,88.1,5.1,6.8,St2,1.32,1.32,1316.9,27.01,6.49,90.9,5.86,26.0,26.0,0.0,2.36,BB        
1643,5.0,33.0,55.0,Unknown,0.012830189,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,4.2,49.1,34.3,2.6,1.6,1.0,87.6,5.2,7.2,St2,1.42,1.42,2839.0,25.15,6.24,85.0,5.71,25.75,25.75,0.0,2.3499999999999996,BB        
1643,6.0,33.0,55.0,Unknown,0.068679245,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,6.7,54.5,28.3,2.1,1.2,0.5,89.5,3.8,6.7,St2,1.69,1.69,3377.7,16.29,7.02,62.9,6.58,2.06,2.06,0.0,0.17,BB        
1643,1.0,0.0,28.0,I; Go-Ap,0.036226415,7.5YR 2.5/2,0,2.65,C0,h2,Wf3,5.6,52.7,37.2,1.5,0.3,0.0,95.5,1.9,2.6,mSfs,1.73,1.73,3458.7,16.19,8.06,100.6,7.29,0.97,0.97,0.0,0.06,BB        
1643,2.0,28.0,52.0,I; Go,0.0,5YR 4/6,0,2.65,C0,h0,Wf1,6.0,61.0,29.6,1.4,0.0,0.1,96.6,1.5,1.9,mSfs,1.92,1.92,5760.0,15.93,7.54,48.4,7.1,0.37,0.37,0.0,0.03,BB        
1647,3.0,49.0,70.0,I; Bbt+Ael,2.489811321,2.5Y 6/4,4,2.65,C0,h1,Wf0,5.4,33.6,47.8,6.1,2.4,1.9,86.8,10.3,2.9,Su2,1.5,1.51,1453.7,12.63,6.22,43.1,5.63,7.8500000000000005,7.8500000000000005,0.0,0.7000000000000001,BB        
1647,4.0,70.0,125.0,I; Bt,2.627169811,10YR 3/6,2,2.65,C0,h1,Wf0,4.4,31.4,49.1,7.3,2.9,1.8,85.0,12.1,2.9,Su2,1.62,1.64,3154.9,10.38,6.45,34.0,5.98,5.03,5.03,0.0,0.45999999999999996,BB        
1647,5.0,125.0,201.0,II; Bbt+ilCv,2.569056604,10YR 6/4,0,2.65,C0,h0,Wf0,4.3,30.1,47.9,9.1,3.8,2.2,82.3,15.1,2.6,Su2,1.79,1.81,3488.0,10.9,6.66,27.8,6.09,0.9099999999999999,0.9099999999999999,0.0,0.1,BB        
1647,6.0,33.0,55.0,Unknown,3.763018868,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,4.1,28.8,47.1,6.9,3.7,2.6,80.0,13.1,6.9,Sl2,1.78,1.79,3426.0,13.24,6.78,35.1,6.14,0.97,0.97,0.0,0.13,BB        
1647,7.0,33.0,55.0,Unknown,1.64,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,3.5,26.1,42.8,7.4,3.7,2.1,72.3,13.2,14.5,Sl4,1.76,1.77,5193.4,13.71,6.99,32.1,6.21,1.2,1.2,0.0,0.18,BB        
1648,8.0,33.0,55.0,Unknown,0.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.2,25.9,62.0,3.7,2.3,0.3,88.1,6.4,5.5,St2,0.98,0.98,975.2,41.58,5.26,71.4,4.8,56.19,56.19,0.0,5.13,BB        
1648,1.0,0.0,43.0,I; rGo-Ah,0.020377358,10YR 2/2,0,2.65,C0,h5,Wf4,0.2,26.0,60.9,4.0,1.8,1.1,87.1,6.9,6.0,St2,1.08,1.08,2158.5,27.45,5.19,49.9,4.52,53.470000000000006,53.470000000000006,0.0,4.83,BB        
1648,2.0,43.0,80.0,II; rGo,0.0,2.5Y 6/2,0,2.65,C0,h1,Wf1,0.0,22.9,67.3,3.4,0.9,0.7,90.2,4.9,4.9,fSms,1.25,1.25,1624.6,20.85,5.61,37.5,4.92,21.810000000000002,21.810000000000002,0.0,1.5,BB        
1648,3.0,80.0,100.0,II; Go,0.0,2.5Y 5/2,0,2.65,C0,h0,Wf1,0.0,19.9,77.3,0.7,0.4,0.0,97.2,1.2,1.6,fSms,1.59,1.59,1113.0,13.19,6.09,24.1,5.4,2.72,2.72,0.0,0.19,BB        
1648,4.0,100.0,160.0,II; Gr,0.045283019,2.5Y 4/3,0,2.65,C0,h1,Unknown,0.0,20.7,76.6,0.6,0.0,0.0,97.3,0.7,2.0,fSms,1.61,1.61,3217.3,17.34,6.38,30.3,5.76,1.9300000000000002,1.9300000000000002,0.0,0.13,BB        
1648,5.0,33.0,55.0,Unknown,0.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.0,34.4,63.7,0.5,0.0,0.0,98.1,0.6,1.3,fSms,1.55,1.55,1550.0,20.43,6.83,33.0,6.19,0.8799999999999999,0.8799999999999999,0.0,0.06,BB        
1648,6.0,33.0,55.0,Unknown,0.0,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.0,37.6,60.4,0.4,0.1,0.1,98.0,0.5,1.5,fSms,1.72,1.72,3440.0,19.75,6.83,36.6,6.21,0.97,0.97,0.0,0.07,BB        
1649,1.0,0.0,26.0,I; Ap,4.191698113,10YR 3/3,4,2.65,C0,h4,Wf2,7.7,39.0,41.9,5.0,2.2,1.2,88.6,8.4,3.0,mSfs,1.43,1.46,1367.9,13.12,5.67,33.5,4.96,11.419999999999998,11.419999999999998,0.0,0.8999999999999999,BB        
1649,2.0,26.0,46.0,I; Bv,4.693584906,10YR 5/6,15,2.65,C0,h1,Wf1,7.5,38.4,42.6,5.2,2.2,1.2,88.4,8.5,3.1,mSfs,1.54,1.57,2926.6,10.9,5.6,31.1,4.89,10.440000000000001,10.440000000000001,0.0,0.8300000000000001,BB        
1649,3.0,46.0,178.0,II; Cbtv,9.093932637,2.5Y 7/3,1,2.65,C0,h0,Wf0,4.5,34.5,51.7,4.7,1.7,0.8,90.7,7.2,2.1,fSms,1.82,1.48,3309.0,5.83,5.71,39.5,5.07,2.12,2.12,0.0,0.16,BB        
1649,4.0,178.0,201.0,II; ilCv,2.66490566,2.5Y 6/3,0,2.65,C0,h0,Wf0,3.4,36.5,54.9,2.9,1.0,0.1,94.7,3.9,1.4,fSms,1.74,1.76,3387.3,6.29,5.86,15.9,5.03,0.5,0.5,0.0,0.04,BB        
1649,5.0,33.0,55.0,Unknown,2.350943396,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,5.2,41.0,47.7,3.6,1.1,0.1,93.9,4.8,1.3,fSms,1.68,1.71,4921.5,5.08,5.88,12.9,4.99,0.22999999999999998,0.22999999999999998,0.0,0.02,BB        
1651,6.0,33.0,55.0,Unknown,0.086037736,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,1.2,73.9,20.5,1.3,0.8,0.2,95.6,2.3,2.1,mSfs,1.41,1.41,1403.7,2.36,5.36,21.0,4.56,12.3,12.3,0.0,1.03,BB        
1651,7.0,33.0,55.0,Unknown,0.21509434,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,1.2,72.7,21.6,1.6,0.7,0.0,95.5,2.3,2.2,mSfs,1.6,1.6,3191.6,2.56,5.37,22.6,4.6,6.9799999999999995,6.9799999999999995,0.0,0.6,BB        
1651,1.0,0.0,40.0,I; rAp,0.191698113,10YR 3/2,0,2.65,C0,h3,Wf3,1.2,75.6,18.8,1.4,0.9,0.1,95.6,2.3,2.1,mSfs,1.61,1.62,1606.9,4.28,5.66,26.6,4.94,6.36,6.36,0.0,0.55,BB        
1651,2.0,40.0,120.0,I; Gw,0.12754717,10YR 6/3,0,2.65,C0,h1,Wf1,0.5,88.1,9.1,0.9,0.5,0.0,97.8,1.3,0.9,mS,1.67,1.67,1666.2,2.47,6.22,12.1,5.52,0.5,0.5,0.0,0.04,BB        
1651,3.0,120.0,201.0,I; Gr,0.033207547,2.5Y 4/3,0,2.65,C0,h0,Wf0,1.7,88.8,7.9,0.4,0.1,0.0,98.4,0.5,1.1,mS,1.65,1.65,3298.9,2.69,6.32,10.6,5.7,0.28,0.28,0.0,0.03,BB        
1651,4.0,33.0,55.0,Unknown,0.090566038,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,0.4,95.9,2.8,0.0,0.0,0.0,99.1,0.0,0.9,mS,1.58,1.58,4735.7,3.76,6.39,9.5,5.78,0.21000000000000002,0.21000000000000002,0.0,0.02,BB        
1654,5.0,145.0,201.0,II; ilCv,2.24,2.5Y 6/1,1,2.65,C0,h0,Wf0,16.6,66.9,12.6,0.7,0.9,0.1,96.1,1.7,2.2,mSfs,1.61,1.63,1573.5,10.23,4.95,39.6,4.27,6.74,6.74,0.0,0.5,BB        
1654,6.0,33.0,55.0,Unknown,2.195471698,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,14.9,65.7,15.1,1.3,0.6,0.5,95.7,2.3,2.0,mSfs,1.51,1.54,2948.2,8.54,4.98,65.2,4.32,7.34,7.34,0.0,0.56,BB        
1654,7.0,33.0,55.0,Unknown,3.387924528,Unknown,Unknown,2.65,Unknown,Unknown,Unknown,10.7,81.0,6.4,0.3,0.0,0.1,98.2,0.4,1.4,mS,1.66,1.7,3207.5,3.97,5.14,29.7,4.42,0.72,0.72,0.0,0.06,BB        
1654,1.0,0.0,28.0,I; Ap,1.677735849,10YR 3/3,1,2.65,C0,h2,Wf4,8.6,84.2,6.1,0.2,0.1,0.0,98.8,0.3,0.9,mS,1.6,1.62,3146.3,3.54,5.35,15.7,4.56,0.29000000000000004,0.29000000000000004,0.0,0.02,BB        
1654,2.0,28.0,50.0,I; Bsv,0.544150943,10YR 5/6,2,2.65,C0,h0,Wf1,6.6,87.5,4.5,0.4,0.3,0.0,98.6,0.7,0.7,mS,1.62,1.63,4833.6,3.92,5.42,13.4,4.61,0.25,0.25,0.0,0.02,BB        
1656,3.0,41.0,70.0,II; Ael-Bt,7.230188679,10YR 5/6,4,2.65,C0,h0,Wf1,7.9,34.4,38.6,8.5,3.9,2.4,80.9,14.8,4.3,Su2,1.41,1.48,1305.3,10.81,5.87,46.9,5.05,9.26,9.26,0.0,0.76,BB        
1656,4.0,70.0,100.0,II; Bt1,6.717735849,7.5YR 5/8,4,2.65,C0,h0,Unknown,11.2,36.4,34.8,7.7,3.7,2.1,82.5,13.6,3.9,Su2,1.55,1.6,2890.8,8.09,6.32,26.2,5.49,5.68,5.68,0.0,0.43999999999999995,BB        
1656,5.0,100.0,170.0,II; Bt2,4.125283019,7.5YR 5/8,0,2.65,C0,h0,Unknown,11.6,37.5,29.7,9.9,6.0,3.1,78.8,19.0,2.2,Su2,1.68,1.7,1771.8,6.67,6.57,19.5,5.83,0.62,0.62,0.0,0.05,BB        
1656,6.0,170.0,201.0,III; elCv,3.930566038,10YR 5/8,0,2.65,C3.2,h0,Unknown,9.5,33.2,26.8,9.6,7.1,4.5,69.5,21.2,9.3,Sl3,1.8,1.81,1556.3,8.55,6.75,20.8,5.98,0.66,0.66,0.0,0.07,BB        
1656,1.0,0.0,28.0,I; Ap,4.142641509,10YR 4/3,4,2.65,C0,h3,Wf5,8.3,31.3,26.7,10.1,7.1,4.1,66.3,21.4,12.3,Sl4,1.76,1.77,3374.2,9.24,6.71,18.2,5.84,0.59,0.59,0.0,0.07,BB        
1656,2.0,28.0,41.0,I; Bv-Ael,3.723773585,10YR 6/3,4,2.65,C0,h1,Wf3,7.5,29.4,27.1,8.7,8.2,1.7,63.9,18.7,17.4,Ls4,1.77,1.79,5112.3,12.28,6.51,21.7,5.62,0.73,0.73,0.0,0.1,BB        
1658,3.0,30.0,53.0,I; Bv-Ael,2.464150943,10YR 5/6,8,2.65,C0,h0,Wf2,4.9,33.1,43.7,9.0,3.8,2.6,81.6,15.4,3.0,Su2,1.31,1.33,1276.0,12.51,4.9,31.0,3.81,8.74,8.74,0.0,0.62,BB        
1658,4.0,53.0,120.0,II; Ael+Bt,8.218867925,10YR 5/8,4,2.65,C0,h0,Wf1,5.0,33.2,44.0,8.2,4.4,2.0,82.1,14.6,3.3,Su2,1.54,1.6,2826.9,10.75,4.87,25.2,3.96,6.3,6.3,0.0,0.42999999999999994,BB        
1658,1.0,0.0,12.0,I; rAp1,14.70651059,10YR 4/3,2,2.65,C0,h2,Wf6,4.9,31.6,41.0,10.1,6.6,3.4,77.5,20.1,2.4,Su2,1.76,1.48,2991.4,10.61,5.59,15.4,4.8,1.2,1.2,0.0,0.09,BB        
1658,2.0,12.0,30.0,I; rAp2,3.050566038,10YR 4/4,5,2.65,C0,h2,Wf4,4.0,27.3,36.0,9.5,5.7,3.6,67.4,18.9,13.7,Sl4,1.78,1.79,3451.4,10.41,5.4,15.6,4.31,0.95,0.95,0.0,0.10999999999999999,BB        
1658,3.0,30.0,53.0,I; Bv-Ael,3.180377358,10YR 5/6,8,2.65,C0,h0,Wf2,3.7,32.1,41.5,8.2,4.2,2.3,77.4,14.7,7.9,Sl2,1.75,1.76,5083.0,9.91,5.2,16.3,4.29,0.63,0.63,0.0,0.08,BB        
1661,4.0,70.0,140.0,I; Gor,0.019622642,10YR 5/4,0,2.65,C0,h0,Wf0,1.2,31.7,59.7,3.1,1.0,0.8,92.6,4.9,2.5,fSms,1.11,1.11,1108.9,18.08,5.42,25.0,4.51,21.939999999999998,21.939999999999998,0.0,1.56,NW        
1661,5.0,140.0,201.0,II; Gr,0.030188679,2.5Y 5/2,0,2.65,C0,h0,Unknown,1.2,32.3,59.2,2.9,1.0,0.4,92.7,4.3,3.0,fSms,1.16,1.16,2316.2,18.85,5.64,39.5,4.87,24.13,24.13,0.0,1.51,NW        
1661,1.0,0.0,33.0,I; Ap,0.0,10YR 3/1,0,2.65,C0,h3,Wf4,1.1,32.4,64.6,0.7,0.3,0.1,98.1,1.1,0.8,fSms,1.59,1.59,3178.9,16.85,5.79,15.5,4.82,7.87,7.87,0.0,0.49,NW        
1661,2.0,33.0,48.0,I; Bhs,0.014339623,7.5YR 5/4,0,2.65,C0,h1,Wf1,0.9,39.3,58.6,1.0,0.0,0.0,98.8,1.0,0.2,fSms,1.76,1.76,3519.5,14.41,5.7,16.0,4.73,1.75,1.75,0.0,0.21000000000000002,NW        
1661,3.0,48.0,70.0,I; Bs-Go,0.0,10YR 6/4,0,2.65,C0,h0,Wf0,1.0,36.7,61.2,0.8,0.1,0.2,98.9,1.0,0.1,fSms,1.77,1.77,5310.0,15.59,5.4,33.6,4.67,1.2,1.2,0.0,0.15,NW        
1662,4.0,70.0,140.0,II; Gro,0.00754717,2.5Y 7/2,0,2.65,C0,h0,Wf0,1.3,31.1,59.1,4.5,0.7,0.3,91.5,5.5,3.0,fSms,1.21,1.21,1196.3,10.75,5.78,72.0,4.91,26.589999999999996,26.589999999999996,0.0,1.8199999999999998,NW        
1662,1.0,0.0,10.0,I; Ah,0.014339623,10YR 3/2,0,2.65,C0,h3,Wf6,1.5,30.0,59.2,5.6,1.0,0.3,90.7,6.9,2.4,fSms,1.44,1.44,2877.0,9.34,5.42,27.1,4.65,14.9,14.9,0.0,0.95,NW        
1662,2.0,10.0,34.0,I; rAp,0.009811321,10YR 3/2,0,2.65,C0,h3,Wf5,1.5,42.1,53.8,1.6,0.2,0.0,97.4,1.8,0.8,fSms,1.71,1.71,3419.7,3.41,5.76,14.6,5.11,1.18,1.18,0.0,0.21999999999999997,NW        
1662,3.0,34.0,70.0,II; Go,0.067169811,2.5Y 7/3,0,2.65,C0,h0,Wf1,2.5,46.1,48.8,1.8,0.0,0.0,97.3,1.8,0.9,fSms,1.64,1.64,3277.8,4.83,5.94,15.8,5.16,1.0,1.0,0.0,0.18,NW        
1662,1.0,0.0,10.0,I; Ah,0.0,10YR 3/2,0,2.65,C0,h3,Wf6,1.1,42.6,53.2,2.4,0.0,0.0,96.8,2.4,0.8,fSms,1.6,1.6,4800.0,4.16,5.97,11.6,5.15,0.67,0.67,0.0,0.16,NW        
